Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
1179667,5600,1800,1531,6427096,3.346476e+10,1.1444688,19.616119,2.2263877,1.0157424,1.4472073,2615,1.8941169
1179668,5600,2000,1560,6396986,3.279224e+10,1.1385506,20.097496,2.281023,1.0192405,1.4364958,2615,1.8888713
1179669,5600,2200,1588,6396222.5,3.242588e+10,1.1307963,20.603094,2.3384073,1.0228506,1.4257842,2615,1.8851879
1179670,5600,2400,1610,6391291,3.2107121e+10,1.1241896,21.018555,2.3855612,1.0257699,1.4173681,2615,1.8827262
1179671,5600,2600,1625,6380479.5,3.186704e+10,1.1155193,21.371149,2.42558,1.0282154,1.410482,2615,1.8834473
1179672,5600,2800,1646,6402919,3.1807039e+10,1.1085252,21.79776,2.4739995,1.031136,1.4024483,2615,1.8816613
1179673,5600,3000,1652,6388866,3.1679681e+10,1.1064492,21.922794,2.4881907,1.0319843,1.400153,2615,1.8812165
1179674,5600,3200,1659,6413993.5,3.1950201e+10,1.0879511,22.328377,2.5342233,1.0347124,1.3928845,2615,1.8897914
1179675,5600,3400,1650,6311327,3.1103199e+10,1.0924298,22.11306,2.5097854,1.0332686,1.39671,2615,1.8896983
1179676,5600,3600,1657,6358872.5,3.1534121e+10,1.0900258,22.263344,2.5268421,1.0342774,1.3940321,2615,1.889145
1179677,5600,3800,1656,6361635.5,3.158672e+10,1.0917451,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8884301
1179678,5600,4000,1661,6424563.5,3.2122679e+10,1.090001,22.328377,2.5342233,1.0347124,1.3928845,2615,1.8880589
1179679,5600,4200,1659,6465932.5,3.25788e+10,1.0934196,22.241749,2.5243912,1.0341327,1.3944147,2615,1.8866504
1179680,5600,4400,1660,6531087.5,3.314944e+10,1.0930686,22.263344,2.5268421,1.0342774,1.3940321,2615,1.8865786
1179681,5600,4600,1659,6607153,3.3888721e+10,1.0947667,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8858848
1179682,5600,4800,1659,6704421,3.4779042e+10,1.0947667,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8858848
1179683,5600,5000,1656,6803007.5,3.5758322e+10,1.0971574,22.134405,2.512208,1.0334121,1.3963275,2615,1.8853426
1179684,5600,5200,1663,6980438.5,3.731508e+10,1.0960203,22.263344,2.5268421,1.0342774,1.3940321,2615,1.8841032
1179685,5600,5400,1662,7117816,3.86012e+10,1.0963762,22.241749,2.5243912,1.0341327,1.3944147,2615,1.8841703
1179686,5600,5600,1655,7219551,3.9592919e+10,1.1014856,22.049273,2.5025456,1.0328389,1.3978577,2615,1.8831778
1179687,5600,5800,1654,7384561.5,4.1142321e+10,1.101835,22.028091,2.5001416,1.032696,1.3982402,2615,1.8832498
1179688,5600,6000,1653,7558686,4.2760679e+10,1.1034962,21.985851,2.4953475,1.0324109,1.3990054,2615,1.8825897
1179689,5600,6200,1653,7753328,4.4571681e+10,1.1034962,21.985851,2.4953475,1.0324109,1.3990054,2615,1.8825897
1179690,5600,6400,1648,7918996,4.6174761e+10,1.1078371,21.839279,2.4787118,1.0314181,1.4016832,2615,1.8815099
1245184,5800,-2000,522,2451241.5,1.588756e+10,1.3562647,8.8469305,1.0041078,0.91284198,1.9915838,2615,2.1885264
1245185,5800,-1800,525,2403048.8,1.540948e+10,1.3568255,8.8640289,1.0060484,0.91306633,1.989671,2615,2.1865163
1245186,5800,-1600,526,2343294,1.482244e+10,1.3587152,8.8606043,1.0056597,0.91302139,1.9900535,2615,2.1851709
1245187,5800,-1400,520,2249373.8,1.402892e+10,1.357579,8.826499,1.0017889,0.91257358,1.9938791,2615,2.1892021
1245188,5800,-1200,520,2189141.5,1.340732e+10,1.3594749,8.8163185,1.0006334,0.91243964,1.9950268,2615,2.1884584
1245189,5800,-1000,518,2112278.2,1.261316e+10,1.3601254,8.7994032,0.99871349,0.91221684,1.9969395,2615,2.1894088
1245190,5800,-800,510,2009394.8,1.169204e+10,1.3519766,8.7892847,0.99756515,0.91208345,1.9980872,2615,2.197437
1245191,5800,-600,493,1857092.9,1.042904e+10,1.3423283,8.7257395,0.99035287,0.9112429,2.0053558,2615,2.2116458
1245192,5800,-400,470,1667625.2,8.8872796e+09,1.3294591,8.6370029,0.98028153,0.91006154,2.0156848,2615,2.2311139
1245193,5800,-200,438,1417551.4,6.9006802e+09,1.3060232,8.5373211,0.96896774,0.90872353,2.027544,2615,2.2611442
1245194,5800,0,407,1207630.9,5.3273999e+09,1.2843717,8.430604,0.95685565,0.90727818,2.0405509,2615,2.2905638
1245195,5800,200,377,1035867.6,4.1666801e+09,1.2364235,8.4430208,0.95826489,0.90744704,2.0390208,2615,2.3322623
1245196,5800,400,357,969852.75,3.8993999e+09,1.1153798,8.7859173,0.99718291,0.91203898,1.9984698,2615,2.4101243
1245197,5800,600,348,1014973.9,4.58464e+09,1.1060563,8.7590694,0.99413574,0.91168433,2.0015302,2615,2.4210794
1245198,5800,800,298,772854,3.1103201e+09,1.0837662,8.5405006,0.96932864,0.90876639,2.0271614,2615,2.4615366
1245199,5800,1000,255,535910.81,1.32096e+09,1.5432156,6.5016284,0.737921,0.87841928,2.3492732,2615,2.2878189
1245201,5800,1400,1472,6484596.5,3.4301641e+10,1.1768748,18.448305,2.0938435,1.0069926,1.4755164,2615,1.8934681
1245202,5800,1600,1491,6366460,3.307868e+10,1.1573014,18.920168,2.1473989,1.0105746,1.4636573,2615,1.8989265
1245203,5800,1800,1515,6290096,3.214908e+10,1.1481397,19.351261,2.196327,1.0137914,1.4533283,2615,1.8968647
1245204,5800,2000,1541,6243888,3.140788e+10,1.1433991,19.768314,2.2436616,1.016855,1.4437643,2615,1.8917184
1245205,5800,2200,1566,6223803,3.0927561e+10,1.1369503,20.203739,2.2930815,1.0200045,1.4342004,2615,1.8880304
1245206,5800,2400,1590,6223081.5,3.062828e+10,1.1262476,20.696068,2.3489597,1.0235076,1.4238715,2615,1.8872055
1245207,5800,2600,1615,6249311,3.054884e+10,1.1187024,21.173817,2.4031832,1.0268503,1.4143076,2615,1.8844217
1245208,5800,2800,1628,6243512,3.037732e+10,1.1145458,21.431068,2.4323807,1.0286281,1.4093343,2615,1.8831704
1245209,5800,3000,1644,6282533,3.0604161e+10,1.0930644,22.006952,2.4977422,1.0325533,1.3986228,2615,1.8910127
1245210,5800,3200,1660,6326774.5,3.0813399e+10,1.0876025,22.35014,2.5366933,1.0348579,1.392502,2615,1.8897164
1245211,5800,3400,1648,6220125.5,3.003356e+10,1.0931081,22.070494,2.5049541,1.032982,1.3974751,2615,1.8898636
1245212,5800,3600,1656,6267961,3.0426599e+10,1.0903721,22.241749,2.5243912,1.0341327,1.3944147,2615,1.8892215
1245213,5800,3800,1656,6283132,3.0599041e+10,1.0917451,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8884301
1245214,5800,4000,1663,6350761,3.1125039e+10,1.0892966,22.371944,2.5391681,1.0350034,1.3921194,2615,1.8879162
1245215,5800,4200,1663,6396904.5,3.156712e+10,1.0920097,22.328377,2.5342233,1.0347124,1.3928845,2615,1.8863679
1245216,5800,4400,1665,6480348,3.2347161e+10,1.0912989,22.371944,2.5391681,1.0350034,1.3921194,2615,1.8862314
1245217,5800,4600,1665,6555151,3.299448e+10,1.0926423,22.35014,2.5366933,1.0348579,1.392502,2615,1.8854704
1245218,5800,4800,1668,6679297,3.4115039e+10,1.0929008,22.393793,2.5416479,1.0351491,1.3917367,2615,1.8845233
1245219,5800,5000,1671,6824823,3.5478278e+10,1.0918149,22.459593,2.5491159,1.0355874,1.3905891,2615,1.8843368
1245220,5800,5200,1665,6908525,3.6300481e+10,1.0953058,22.306658,2.5317581,1.0345672,1.393267,2615,1.8839713
1245221,5800,5400,1661,7026542,3.7462561e+10,1.0967309,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8842381
1245222,5800,5600,1661,7185233.5,3.8914642e+10,1.099369,22.177219,2.5170672,1.0336999,1.3955624,2615,1.8827627
1245223,5800,5800,1661,7352559,4.0430322e+10,1.099369,22.177219,2.5170672,1.0336999,1.3955624,2615,1.8827627
1245224,5800,6000,1657,7507927,4.1914638e+10,1.1020943,22.070494,2.5049541,1.032982,1.3974751,2615,1.8823063
1245225,5800,6200,1655,7685254,4.357292e+10,1.1053984,21.985851,2.4953475,1.0324109,1.3990054,2615,1.881005
1245226,5800,6400,1654,7887767,4.5511242e+10,1.1057496,21.964792,2.4929574,1.0322685,1.399388,2615,1.8810748
1310720,6000,-2000,525,2403904.5,1.525496e+10,1.3536021,8.8811941,1.0079967,0.91329116,1.9877583,2615,2.1878114
1310721,6000,-1800,531,2379884.2,1.501432e+10,1.3553133,8.9122591,1.0115225,0.91369724,1.9843153,2615,2.1835749
1310722,6000,-1600,533,2328944.2,1.452968e+10,1.3591114,8.9053373,1.0107368,0.91360682,1.9850804,2615,2.1808679
1310723,6000,-1400,539,2304689.5,1.420408e+10,1.3626997,8.926136,1.0130975,0.91387832,1.982785,2615,2.1759102
1310724,6000,-1200,540,2250770.2,1.365368e+10,1.366483,8.9122591,1.0115225,0.91369724,1.9843153,2615,2.1738343
1310725,6000,-1000,532,2155050.5,1.285564e+10,1.362349,8.8811941,1.0079967,0.91329116,1.9877583,2615,2.1801758
1310726,6000,-800,531,2086409.6,1.211944e+10,1.3649091,8.8606043,1.0056597,0.91302139,1.9900535,2615,2.1797707
1310727,6000,-600,524,1996369.8,1.130284e+10,1.3587669,8.8469305,1.0041078,0.91284198,1.9915838,2615,2.186342
1310728,6000,-400,509,1863374.6,1.018908e+10,1.3487879,8.7994032,0.99871349,0.91221684,1.9969395,2615,2.1993172
1310729,6000,-200,488,1687464.6,8.7405199e+09,1.3396773,8.705863,0.98809695,0.91097909,2.0076511,2615,2.2157874
1310730,6000,0,448,1409876.4,6.6608e+09,1.3087326,8.5916986,0.97513956,0.90945488,2.0210404,2615,2.2536325
1310731,6000,200,407,1153489.5,4.8292398e+09,1.2770342,8.4648371,0.96074098,0.90774333,2.0363429,2615,2.2938089
1310732,6000,400,369,970780.75,3.7351601e+09,1.213367,8.4867668,0.96322995,0.90804052,2.0336649,2615,2.3488319
1310733,6000,600,358,991676.12,4.16496e+09,1.1163027,8.7892847,0.99756515,0.91208345,1.9980872,2615,2.4089773
1310734,6000,800,325,914204.94,4.1538801e+09,1.0904542,8.6598349,0.9828729,0.91036636,2.0130069,2615,2.4444461
1310735,6000,1000,256,515256.12,1.22344e+09,1.5358205,6.5875449,0.74767232,0.8798334,2.3316755,2615,2.2817664
1310737,6000,1400,1471,6402881,3.3247441e+10,1.1770655,18.433475,2.0921602,1.006879,1.475899,2615,1.8936689
1310738,6000,1600,1487,6274021.5,3.1993281e+10,1.1581022,18.857931,2.1403351,1.0101058,1.4651874,2615,1.899709
1310739,6000,1800,1509,6192079,3.1051319e+10,1.1494563,19.253773,2.1852622,1.0130686,1.4556235,2615,1.8979456
1310740,6000,2000,1530,6124287,3.022244e+10,1.1460546,19.582617,2.2225852,1.0154967,1.4479724,2615,1.8934942
1310741,6000,2200,1553,6089461,2.9663799e+10,1.1403756,19.974951,2.2671144,1.0183557,1.4391737,2615,1.8898877
1310742,6000,2400,1577,6082528,2.9310241e+10,1.12994,20.45606,2.3217194,1.0218073,1.4288447,2615,1.8888475
1310743,6000,2600,1599,6095624,2.9164679e+10,1.1235989,20.865555,2.368196,1.0246997,1.4204285,2615,1.8861464
1310744,6000,2800,1618,6123503.5,2.9209041e+10,1.1014221,21.471203,2.4369357,1.0289041,1.4085692,2615,1.8935546
1310745,6000,3000,1637,6174647.5,2.9471199e+10,1.0953774,21.8601,2.4810748,1.0315595,1.4013007,2615,1.8916441
1310746,6000,3200,1649,6205484.5,2.9653201e+10,1.0913838,22.11306,2.5097854,1.0332686,1.39671,2615,1.8905854
1310747,6000,3400,1649,6158560.5,2.922284e+10,1.0927694,22.091757,2.5073674,1.0331252,1.3970926,2615,1.8897805
1310748,6000,3600,1659,6199351,2.9460799e+10,1.0907015,22.284979,2.5292978,1.0344223,1.3936496,2615,1.8882051
1310749,6000,3800,1662,6235427,2.978328e+10,1.0896492,22.35014,2.5366933,1.0348579,1.392502,2615,1.8879873
1310750,6000,4000,1665,6286958.5,3.023496e+10,1.0899476,22.393793,2.5416479,1.0351491,1.3917367,2615,1.8870001
1310751,6000,4200,1668,6353453,3.0819361e+10,1.0902256,22.437616,2.5466218,1.0354412,1.3909717,2615,1.8860328
1310752,6000,4400,1672,6449270.5,3.167376e+10,1.0901198,22.503674,2.5541191,1.0358807,1.389824,2615,1.885024
1310753,6000,4600,1674,6548274,3.257812e+10,1.0893904,22.54793,2.5591419,1.0361745,1.3890589,2615,1.8849038
1310754,6000,4800,1676,6663963.5,3.36356e+10,1.0899857,22.570122,2.5616608,1.0363218,1.3886764,2615,1.8840423
1310755,6000,5000,1675,6775071,3.467948e+10,1.0903535,22.54793,2.5591419,1.0361745,1.3890589,2615,1.8840995
1310756,6000,5200,1675,6906471,3.5899081e+10,1.091675,22.52578,2.556628,1.0360276,1.3894415,2615,1.8833616
1310757,6000,5400,1670,7014959.5,3.6951282e+10,1.0961292,22.371944,2.5391681,1.0350034,1.3921194,2615,1.882195
1310758,6000,5600,1670,7170957.5,3.8353322e+10,1.0961292,22.371944,2.5391681,1.0350034,1.3921194,2615,1.882195
1310759,6000,5800,1664,7308548,3.9745761e+10,1.0996037,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8818418
1310760,6000,6000,1662,7482214,4.138904e+10,1.1003201,22.177219,2.5170672,1.0336999,1.3955624,2615,1.8819704
1310761,6000,6200,1659,7652194,4.296856e+10,1.1039836,22.070494,2.5049541,1.032982,1.3974751,2615,1.8807344
1310762,6000,6400,1656,7840054.5,4.4787962e+10,1.1050462,22.006952,2.4977422,1.0325533,1.3986228,2615,1.8809361
1376256,6200,-2000,527,2353213,1.46062e+10,1.3528769,8.8984261,1.0099524,0.91351652,1.9858454,2615,2.186923
1376257,6200,-1800,532,2319270.8,1.427952e+10,1.3546153,8.9226627,1.0127033,0.91383302,1.9831675,2615,2.1832705
1376258,6200,-1600,541,2311992.2,1.412032e+10,1.3573978,8.9680262,1.0178519,0.91442358,1.9781944,2615,2.1768742
1376259,6200,-1400,549,2306524.8,1.398844e+10,1.3653594,8.9785604,1.0190475,0.91456044,1.9770467,2615,2.1690166
1376260,6200,-1200,553,2271351.2,1.358892e+10,1.3683203,8.9891195,1.0202459,0.91469747,1.975899,2615,2.1655233
1376261,6200,-1000,556,2232831.2,1.314012e+10,1.3719623,8.9891195,1.0202459,0.91469747,1.975899,2615,2.1623578
1376262,6200,-800,556,2184739.2,1.263868e+10,1.3732344,8.9820776,1.0194467,0.91460609,1.9766641,2615,2.1618638
1376263,6200,-600,549,2097405.8,1.1851e+10,1.3679311,8.9645205,1.017454,0.91437805,1.9785769,2615,2.1679995
1376264,6200,-400,546,2026808.4,1.11196e+10,1.3687357,8.9400558,1.0146774,0.9140597,1.9812548,2615,2.1694357
1376265,6200,-200,529,1886492,9.9792404e+09,1.359262,8.8777561,1.0076064,0.91324615,1.9881408,2615,2.1831725
1376266,6200,0,504,1704398.4,8.5641201e+09,1.3436642,8.792655,0.99794763,0.91212791,1.9977046,2615,2.2044137
1376267,6200,200,458,1403426,6.3729603e+09,1.3158937,8.6240101,0.97880685,0.90988779,2.017215,2615,2.2442863
1376268,6200,400,409,1123036.2,4.4855199e+09,1.2570181,8.5692244,0.97258872,0.90915304,2.0237184,2615,2.3017898
1376269,6200,600,377,1021984.2,4.1122801e+09,1.1279166,8.87432,1.0072165,0.91320115,1.9885234,2615,2.39077
1376270,6200,800,354,1039512,4.8349599e+09,1.1125998,8.7758303,0.99603802,0.91190583,1.9996175,2615,2.4135764
1376271,6200,1000,257,498341.09,1.1439601e+09,1.5367315,6.589438,0.74788719,0.87986439,2.3312931,2615,2.2807162
1376273,6200,1400,1472,6334299,3.231908e+10,1.1729851,18.492939,2.0989091,1.0073342,1.4743688,2615,1.8957061
1376274,6200,1600,1486,6203273,3.110264e+10,1.1583002,18.842436,2.1385763,1.0099889,1.46557,2615,1.8999064
1376275,6200,1800,1507,6114786.5,3.0112041e+10,1.1498878,19.221495,2.1815989,1.0128286,1.4563887,2615,1.898312
1376276,6200,2000,1526,6032577.5,2.9212119e+10,1.1469928,19.515953,2.215019,1.0150068,1.4495027,2615,1.8941631
1376277,6200,2200,1550,5999822.5,2.8656439e+10,1.1411439,19.922888,2.2612054,1.0179787,1.4403213,2615,1.890335
1376278,6200,2400,1568,5972378.5,2.8230879e+10,1.1324042,20.293137,2.3032279,1.020645,1.4322877,2615,1.8900617
1376279,6200,2600,1589,5973276.5,2.799068e+10,1.1265373,20.677406,2.3468416,1.0233759,1.4242541,2615,1.8873271
1376280,6200,2800,1608,5993603,2.7946799e+10,1.1208743,21.037838,2.3877499,1.0259044,1.4169855,2615,1.8851514
1376281,6200,3000,1631,6070558,2.8376639e+10,1.0973231,21.735777,2.4669645,1.0307143,1.403596,2615,1.8922166
1376282,6200,3200,1652,6146645.5,2.880588e+10,1.090364,22.177219,2.5170672,1.0336999,1.3955624,2615,1.8903388
1376283,6200,3400,1649,6085509.5,2.831156e+10,1.0927694,22.091757,2.5073674,1.0331252,1.3970926,2615,1.8897805
1376284,6200,3600,1661,6148725.5,2.8720439e+10,1.090001,22.328377,2.5342233,1.0347124,1.3928845,2615,1.8880589
1376285,6200,3800,1668,6204764,2.9165799e+10,1.0875188,22.481611,2.551615,1.0357339,1.3902066,2615,1.8875734
1376286,6200,4000,1675,6280402,2.9780799e+10,1.0863423,22.614639,2.5667133,1.0366168,1.3879112,2615,1.8863587
1376287,6200,4200,1676,6346987.5,3.0453801e+10,1.0873208,22.614639,2.5667133,1.0366168,1.3879112,2615,1.8855392
1376288,6200,4400,1675,6397234.5,3.089868e+10,1.0890243,22.570122,2.5616608,1.0363218,1.3886764,2615,1.8848449
1376289,6200,4600,1679,6510463.5,3.1899761e+10,1.0875499,22.659332,2.5717859,1.0369126,1.3871461,2615,1.8846174
1376290,6200,4800,1680,6624033,3.2971801e+10,1.0885049,22.659332,2.5717859,1.0369126,1.3871461,2615,1.8838212
1376291,6200,5000,1682,6759231,3.4211719e+10,1.0890757,22.681746,2.5743299,1.0370607,1.3867636,2615,1.8829836
1376292,6200,5200,1679,6871351.5,3.529624e+10,1.0901955,22.614639,2.5667133,1.0366168,1.3879112,2615,1.8831406
1376293,6200,5400,1678,7011025.5,3.6574962e+10,1.0931833,22.54793,2.5591419,1.0361745,1.3890589,2615,1.8817461
1376294,6200,5600,1678,7174355.5,3.8089921e+10,1.0931833,22.54793,2.5591419,1.0361745,1.3890589,2615,1.8817461
1376295,6200,5800,1670,7288680,3.9220998e+10,1.0974312,22.35014,2.5366933,1.0348579,1.392502,2615,1.8814753
1376296,6200,6000,1666,7443546.5,4.0683921e+10,1.1014707,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8802923
1376297,6200,6200,1661,7608787,4.230076e+10,1.1032705,22.11306,2.5097854,1.0332686,1.39671,2615,1.880604
1376298,6200,6400,1658,7796257.5,4.4099482e+10,1.1069074,22.006952,2.4977422,1.0325533,1.3986228,2615,1.8793925
1441792,6400,-2000,530,2320544.8,1.412268e+10,1.3527466,8.9191923,1.0123094,0.91378772,1.9835501,2615,2.185209
1441793,6400,-1800,535,2275911.2,1.36732e+10,1.3577276,8.926136,1.0130975,0.91387832,1.982785,2615,2.1802473
1441794,6400,-1600,543,2260263,1.346256e+10,1.3592391,8.9715347,1.0182501,0.91446918,1.9778118,2615,2.1749618
1441795,6400,-1400,554,2268640,1.341492e+10,1.3630519,9.0244961,1.0242611,0.91515571,1.9720734,2615,2.1670527
1441796,6400,-1200,562,2265451.5,1.328884e+10,1.365667,9.0637331,1.0287144,0.91566235,1.9678653,2615,2.1614079
1441797,6400,-1000,569,2251701.5,1.303152e+10,1.3715724,9.0780859,1.0303434,0.9158473,1.9663352,2615,2.1550472
1441798,6400,-800,577,2243312.2,1.276188e+10,1.3772874,9.0997,1.0327966,0.91612542,1.9640398,2615,2.1482487
1441799,6400,-600,579,2212228.8,1.237212e+10,1.3790219,9.1033125,1.0332066,0.91617185,1.9636573,2615,2.1464393
1441800,6400,-400,578,2156781.5,1.176764e+10,1.3771882,9.1069279,1.0336169,0.91621828,1.9632747,2615,2.1477213
1441801,6400,-200,568,2062977.9,1.0947521e+10,1.3742505,9.0565739,1.0279018,0.91557002,1.9686304,2615,2.1545599
1441802,6400,0,557,1959622.2,1.003672e+10,1.3725328,8.9926443,1.0206461,0.91474319,1.9755164,2615,2.1615567
1441803,6400,200,526,1757963.4,8.5647201e+09,1.3548622,8.8811941,1.0079967,0.91329116,1.9877583,2615,2.1867099
1441804,6400,400,470,1409971.8,6.1244001e+09,1.3123026,8.7224207,0.98997617,0.91119891,2.0057383,2615,2.2384007
1441805,6400,600,413,1125655.4,4.3939999e+09,1.1532531,9.0209455,1.0238582,0.91510975,1.972456,2615,2.3548546
1441806,6400,800,379,1091069.5,4.7825198e+09,1.1306264,8.8777561,1.0076064,0.91324615,1.9881408,2615,2.3879917
1441807,6400,1000,258,485331.16,1.0830799e+09,1.53764,6.591332,0.74810213,0.87989539,2.3309104,2615,2.2796686
1441809,6400,1400,1474,6275673.5,3.1508279e+10,1.172604,18.522814,2.1022999,1.0075625,1.4736037,2615,1.8953027
1441810,6400,1600,1488,6144184.5,3.0295921e+10,1.1579033,18.873451,2.1420965,1.0102228,1.4648049,2615,1.8995122
1441811,6400,1800,1507,6044926,2.926404e+10,1.1498878,19.221495,2.1815989,1.0128286,1.4563887,2615,1.898312
1441812,6400,2000,1527,5966438.5,2.8380961e+10,1.1467596,19.532576,2.2169058,1.0151291,1.4491202,2615,1.8939947
1441813,6400,2200,1548,5924102.5,2.7785681e+10,1.1416515,19.888329,2.2572832,1.017728,1.4410864,2615,1.8906369
1441814,6400,2400,1568,5900685,2.736368e+10,1.1324042,20.293137,2.3032279,1.020645,1.4322877,2615,1.8900617
1441815,6400,2600,1587,5894714,2.7086559e+10,1.1271137,20.640184,2.342617,1.0231129,1.4250191,2615,1.8875726
1441816,6400,2800,1609,5923775.5,2.7063321e+10,1.1205668,21.057158,2.3899424,1.0260391,1.4166028,2615,1.8850447
1441817,6400,3000,1634,6011492.5,2.7550761e+10,1.0963545,21.79776,2.4739995,1.031136,1.4024483,2615,1.8919268
1441818,6400,3200,1654,6082913.5,2.7934161e+10,1.0896794,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8901783
1441819,6400,3400,1654,6053581.5,2.7718681e+10,1.0910618,22.198687,2.5195038,1.033844,1.3951797,2615,1.8893774
1441820,6400,3600,1661,6091525,2.799404e+10,1.090001,22.328377,2.5342233,1.0347124,1.3928845,2615,1.8880589
1441821,6400,3800,1671,6162087,2.850644e+10,1.0864406,22.54793,2.5591419,1.0361745,1.3890589,2615,1.8873774
1441822,6400,4000,1671,6194582,2.88378e+10,1.0891435,22.503674,2.5541191,1.0358807,1.389824,2615,1.8858416
1441823,6400,4200,1679,6303377.5,2.977092e+10,1.0862155,22.681746,2.5743299,1.0370607,1.3867636,2615,1.8853674
1441824,6400,4400,1685,6404598.5,3.0597759e+10,1.0853093,22.794477,2.5871246,1.0378044,1.3848509,2615,1.8843012
1441825,6400,4600,1686,6501948,3.1526441e+10,1.0849324,22.817158,2.5896988,1.0379537,1.3844682,2615,1.8842512
1441826,6400,4800,1687,6618402,3.2622361e+10,1.0858761,22.817158,2.5896988,1.0379537,1.3844682,2615,1.8834664
1441827,6400,5000,1682,6699752.5,3.343284e+10,1.0890757,22.681746,2.5743299,1.0370607,1.3867636,2615,1.8829836
1441828,6400,5200,1684,6853383.5,3.4841481e+10,1.0883243,22.726704,2.5794325,1.0373576,1.3859985,2615,1.8828828
1441829,6400,5400,1682,6987313,3.608612e+10,1.0916868,22.636963,2.5692472,1.0367646,1.3875287,2615,1.8815414
1441830,6400,5600,1678,7118203,3.732924e+10,1.0944802,22.52578,2.556628,1.0360276,1.3894415,2615,1.8810328
