Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
2228255,8800,4200,1686,6438973.5,3.0261479e+10,1.087569,22.771841,2.5845556,1.0376552,1.3852334,2615,1.8827856
2228256,8800,4400,1681,6496184,3.09318e+10,1.0920625,22.614639,2.5667133,1.0366168,1.3879112,2615,1.8815913
2228257,8800,4600,1671,6538977.5,3.1556159e+10,1.0970657,22.371944,2.5391681,1.0350034,1.3921194,2615,1.8814173
2228258,8800,4800,1677,6699954.5,3.3010721e+10,1.0974256,22.459593,2.5491159,1.0355874,1.3905891,2615,1.8796787
2228259,8800,5000,1671,6791456.5,3.40032e+10,1.1021986,22.284979,2.5292978,1.0344223,1.3936496,2615,1.8786132
2228260,8800,5200,1663,6887091,3.5075121e+10,1.1089064,22.049273,2.5025456,1.0328389,1.3978577,2615,1.8770272
2228261,8800,5400,1671,7117552.5,3.7219521e+10,1.1096874,22.15579,2.5146351,1.0335559,1.395945,2615,1.8746132
2228262,8800,5600,1669,7280860,3.8833562e+10,1.1140879,22.049273,2.5025456,1.0328389,1.3978577,2615,1.8727982
2228263,8800,5800,1662,7421384,4.0336282e+10,1.1226611,21.79776,2.4739995,1.031136,1.4024483,2615,1.8700659
2228264,8800,6000,1667,7665818.5,4.2693521e+10,1.1254729,21.818501,2.4763534,1.0312771,1.4020658,2615,1.8674695
2228265,8800,6200,1668,7898370,4.5035721e+10,1.129666,21.756399,2.469305,1.0308547,1.4032135,2615,1.8651704
2228266,8800,6400,1672,8155157.5,4.756328e+10,1.1281383,21.839279,2.4787118,1.0314181,1.4016832,2615,1.8650192
2293760,9000,-2000,339,996746.31,3.744e+09,1.2355199,8.1868057,0.92918509,0.90392411,2.071538,2615,2.358371
2293761,9000,-1800,338,957538.88,3.576e+09,1.2411797,8.1547813,0.92555028,0.90347797,2.0757461,2615,2.3565409
2293762,9000,-1600,343,948190.38,3.53152e+09,1.2514575,8.1431971,0.92423558,0.90331632,2.0772762,2615,2.3485043
2293763,9000,-1400,343,915087.25,3.3432801e+09,1.2514575,8.1431971,0.92423558,0.90331632,2.0772762,2615,2.3485043
2293764,9000,-1200,348,918222.25,3.3787599e+09,1.2603023,8.1374178,0.92357963,0.90323555,2.0780413,2615,2.3411767
2293765,9000,-1000,350,907846.5,3.32048e+09,1.2639265,8.134531,0.92325199,0.9031952,2.078424,2615,2.3382313
2293766,9000,-800,351,892832.62,3.2111601e+09,1.2678864,8.1230049,0.92194384,0.90303403,2.0799541,2615,2.3358746
2293767,9000,-600,351,879164,3.1032801e+09,1.2684995,8.1201286,0.92161733,0.9029938,2.0803366,2615,2.3356223
2293768,9000,-400,353,882624.88,3.1023201e+09,1.2732816,8.1115122,0.92063934,0.90287316,2.0814843,2615,2.3322401
2293769,9000,-200,352,888235.12,3.1599201e+09,1.2760254,8.0914764,0.91836536,0.90259224,2.0841622,2615,2.3318586
2293770,9000,0,350,890095.88,3.17584e+09,1.2748878,8.0829201,0.91739422,0.90247214,2.08531,2615,2.3337576
2293771,9000,200,337,846041.25,2.9591199e+09,1.2693748,8.0179176,0.9100166,0.90155655,2.0941086,2615,2.345448
2293772,9000,400,323,804014.5,2.7581599e+09,1.2614088,7.9567118,0.90306991,0.9006893,2.1025248,2615,2.359025
2293773,9000,600,294,677925.62,2.04432e+09,1.2670072,7.7944403,0.88465244,0.89836568,2.1254783,2615,2.3706787
2293774,9000,800,268,585031.75,1.5572401e+09,1.2866911,7.5630751,0.85839295,0.89498901,2.1599083,2615,2.378613
2293775,9000,1000,255,562885.75,1.44384e+09,1.5409793,6.4431705,0.73128617,0.87744904,2.3615148,2615,2.2986696
2293777,9000,1400,1476,6324039.5,3.17162e+10,1.1761028,18.507864,2.1006033,1.0074483,1.4739863,2615,1.8926724
2293778,9000,1600,1500,6226293.5,3.0583321e+10,1.1594629,19.014297,2.1580825,1.0112815,1.4613619,2615,1.8948622
2293779,9000,1800,1534,6181000.5,2.9733241e+10,1.1477757,19.616119,2.2263877,1.0157424,1.4472073,2615,1.8912864
2293780,9000,2000,1564,6159342,2.9110399e+10,1.1401274,20.132786,2.2850285,1.0194947,1.4357307,2615,1.8867989
2293781,9000,2200,1599,6199621,2.8956719e+10,1.1057042,21.115326,2.3965445,1.0264441,1.4154552,2615,1.8966004
2293782,9000,2400,1624,6213495.5,2.872192e+10,1.098141,21.61286,2.4530137,1.0298753,1.4058913,2615,1.8937525
2293783,9000,2600,1645,6244527.5,2.872712e+10,1.0927303,22.028091,2.5001416,1.032696,1.3982402,2615,1.8909255
2293784,9000,2800,1670,6295720.5,2.8827001e+10,1.0840644,22.570122,2.5616608,1.0363218,1.3886764,2615,1.8890109
2293785,9000,3000,1682,6325594.5,2.896784e+10,1.0796913,22.839884,2.5922782,1.0381032,1.3840857,2615,1.8882717
2293786,9000,3200,1695,6383790,2.9352239e+10,1.0747962,23.1395,2.6262839,1.0400643,1.3791125,2615,1.8876036
2293787,9000,3400,1688,6356315,2.9317241e+10,1.080166,22.931244,2.6026473,1.0387031,1.3825555,2615,1.8864055
2293788,9000,3600,1689,6378818.5,2.9590079e+10,1.0811321,22.931244,2.6026473,1.0387031,1.3825555,2615,1.8855982
2293789,9000,3800,1687,6406687,2.9958119e+10,1.0845546,22.839884,2.5922782,1.0381032,1.3840857,2615,1.8842022
2293790,9000,4000,1688,6467156.5,3.056196e+10,1.0854967,22.839884,2.5922782,1.0381032,1.3840857,2615,1.8834189
2293791,9000,4200,1683,6510929,3.111528e+10,1.0887005,22.704203,2.5768785,1.037209,1.386381,2615,1.8829328
2293792,9000,4400,1681,6585760,3.190376e+10,1.0920625,22.614639,2.5667133,1.0366168,1.3879112,2615,1.8815913
2293793,9000,4600,1678,6676028.5,3.2855519e+10,1.0944802,22.52578,2.556628,1.0360276,1.3894415,2615,1.8810328
2293794,9000,4800,1670,6740013,3.363004e+10,1.1000134,22.306658,2.5317581,1.0345672,1.393267,2615,1.8800577
2293795,9000,5000,1661,6822189.5,3.4627441e+10,1.1058353,22.070494,2.5049541,1.032982,1.3974751,2615,1.8792003
2293796,9000,5200,1668,7018214.5,3.6396962e+10,1.1108003,22.091757,2.5073674,1.0331252,1.3970926,2615,1.8747663
2293797,9000,5400,1664,7154036,3.7785842e+10,1.1159377,21.943773,2.4905717,1.0321263,1.3997705,2615,1.873054
2293798,9000,5600,1663,7334930.5,3.964024e+10,1.1222918,21.818501,2.4763534,1.0312771,1.4020658,2615,1.8700154
2293799,9000,5800,1660,7499668.5,4.1275961e+10,1.1280829,21.674143,2.4599693,1.0302939,1.4047437,2615,1.8677945
2293800,9000,6000,1660,7711050.5,4.3420561e+10,1.1326736,21.592508,2.4507039,1.029736,1.406274,2615,1.8655127
2293801,9000,6200,1669,7994056,4.6117638e+10,1.1292855,21.77706,2.4716499,1.0309952,1.402831,2615,1.8651313
2293802,9000,6400,1667,8206593.5,4.8321679e+10,1.1345255,21.653677,2.4576464,1.0301542,1.4051262,2615,1.8630407
2359296,9200,-2000,344,990245.38,3.7022799e+09,1.2767358,8.0319595,0.91161031,0.9017548,2.0921957,2615,2.3374116
2359297,9200,-1800,343,935050.06,3.3640399e+09,1.2781845,8.0179176,0.9100166,0.90155655,2.0941086,2615,2.3375912
2359298,9200,-1600,345,909467.88,3.2569999e+09,1.2402567,8.2073174,0.93151301,0.90420914,2.0688601,2615,2.3520424
2359299,9200,-1400,343,869100.31,3.0608799e+09,1.2456772,8.1693068,0.92719895,0.9036805,2.0738332,2615,2.3510258
2359300,9200,-1200,345,848661.38,2.9385201e+09,1.2532372,8.1489849,0.92489249,0.90339708,2.0765111,2615,2.3463187
2359301,9200,-1000,352,862507.81,3.0144399e+09,1.2638069,8.1489849,0.92489249,0.90339708,2.0765111,2615,2.3368607
2359302,9200,-800,355,859215.31,2.98704e+09,1.2682787,8.1489849,0.92489249,0.90339708,2.0765111,2615,2.332865
2359303,9200,-600,354,842972.94,2.8877599e+09,1.2704928,8.1316471,0.92292464,0.90315491,2.0788064,2615,2.3326614
2359304,9200,-400,353,830362.25,2.7900401e+09,1.2702384,8.1258841,0.92227054,0.90307432,2.0795715,2615,2.3334792
2359305,9200,-200,356,844729.69,2.8473999e+09,1.2758708,8.1201286,0.92161733,0.9029938,2.0803366,2615,2.3290451
2359306,9200,0,357,867829.19,3.0008399e+09,1.2803311,8.1057768,0.91998845,0.90279281,2.0822494,2615,2.3265464
2359307,9200,200,349,847736.38,2.8992399e+09,1.2740176,8.0800714,0.91707098,0.90243214,2.0856924,2615,2.3348284
2359308,9200,400,334,804583.75,2.70112e+09,1.2696249,7.9955521,0.90747815,0.90124023,2.0971692,2615,2.3475759
2359309,9200,600,308,706926.69,2.1870799e+09,1.2712144,7.8747401,0.89376628,0.89951998,2.1140015,2615,2.3581805
2359310,9200,800,275,585743.12,1.5644401e+09,1.2784495,7.6539531,0.86870742,0.89632446,2.1461363,2615,2.3756585
2359311,9200,1000,255,535910.81,1.32096e+09,1.5409793,6.4431705,0.73128617,0.87744904,2.3615148,2615,2.2986696
2359313,9200,1400,1475,6388027.5,3.254264e+10,1.1762971,18.492939,2.0989091,1.0073342,1.4743688,2615,1.8928702
2359314,9200,1600,1494,6276731.5,3.13652e+10,1.1566913,18.967117,2.1527274,1.0109274,1.4625095,2615,1.8983476
2359315,9200,1800,1518,6202259.5,3.0417119e+10,1.1515168,19.351261,2.196327,1.0137914,1.4533283,2615,1.8939639
2359316,9200,2000,1546,6171629.5,2.975412e+10,1.1448159,19.819571,2.2494791,1.0172284,1.4426167,2615,1.8894076
2359317,9200,2200,1576,6183505.5,2.9431161e+10,1.1121488,20.677406,2.3468416,1.0233759,1.4242541,2615,1.8996515
2359318,9200,2400,1605,6216593,2.93068e+10,1.1039423,21.232634,2.4098587,1.0272582,1.41316,2615,1.8958721
2359319,9200,2600,1634,6272406.5,2.93818e+10,1.0963545,21.79776,2.4739995,1.031136,1.4024483,2615,1.8919268
2359320,9200,2800,1654,6316913,2.9505839e+10,1.0896794,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8901783
2359321,9200,3000,1675,6382907,2.980308e+10,1.0822592,22.681746,2.5743299,1.0370607,1.3867636,2615,1.8886887
2359322,9200,3200,1696,6463642,3.021148e+10,1.0744128,23.162872,2.6289368,1.0402166,1.3787299,2615,1.887558
2359323,9200,3400,1683,6414274,3.010116e+10,1.0820405,22.817158,2.5896988,1.0379537,1.3844682,2615,1.8866668
2359324,9200,3600,1685,6443568.5,3.0408159e+10,1.0839787,22.817158,2.5896988,1.0379537,1.3844682,2615,1.8850462
2359325,9200,3800,1681,6462554,3.0726959e+10,1.0868069,22.704203,2.5768785,1.037209,1.386381,2615,1.8845088
2359326,9200,4000,1685,6540544.5,3.144276e+10,1.086632,22.771841,2.5845556,1.0376552,1.3852334,2615,1.8835638
2359327,9200,4200,1683,6603845,3.21356e+10,1.0913104,22.659332,2.5717859,1.0369126,1.3871461,2615,1.8814923
2359328,9200,4400,1678,6663015,3.2817639e+10,1.0944802,22.52578,2.556628,1.0360276,1.3894415,2615,1.8810328
2359329,9200,4600,1675,6752715,3.377628e+10,1.0981698,22.415684,2.5441325,1.0352951,1.3913542,2615,1.8797828
2359330,9200,4800,1667,6820017,3.4590638e+10,1.103665,22.198687,2.5195038,1.033844,1.3951797,2615,1.8788383
2359331,9200,5000,1669,6975615,3.6086878e+10,1.1067128,22.177219,2.5170672,1.0336999,1.3955624,2615,1.8766891
2359332,9200,5200,1666,7112242.5,3.7501121e+10,1.1152008,21.985851,2.4953475,1.0324109,1.3990054,2615,1.8729491
2359333,9200,5400,1659,7229054,3.8798082e+10,1.1237631,21.735777,2.4669645,1.0307143,1.403596,2615,1.8702222
2359334,9200,5600,1656,7387739.5,4.0410198e+10,1.1295526,21.592508,2.4507039,1.029736,1.406274,2615,1.8679986
2359335,9200,5800,1660,7617260,4.2674479e+10,1.1326736,21.592508,2.4507039,1.029736,1.406274,2615,1.8655127
2359336,9200,6000,1660,7809087.5,4.4533121e+10,1.1326736,21.592508,2.4507039,1.029736,1.406274,2615,1.8655127
2359337,9200,6200,1665,8059787.5,4.6979199e+10,1.1352867,21.61286,2.4530137,1.0298753,1.4058913,2615,1.8631165
2359338,9200,6400,1667,8305840,4.9494721e+10,1.1345255,21.653677,2.4576464,1.0301542,1.4051262,2615,1.8630407
2424832,9400,-2000,353,1015888.2,3.8821199e+09,1.2696259,8.1287642,0.92259747,0.90311462,2.0791891,2615,2.3337307
2424833,9400,-1800,350,943067.44,3.4192e+09,1.2766738,8.0743818,0.91642517,0.90235221,2.0864575,2615,2.3330495
2424834,9400,-1600,346,874380.94,3.0138399e+09,1.2784858,8.03759,0.91224933,0.90183425,2.0914307,2615,2.3352635
2424835,9400,-1400,350,860281,2.95552e+09,1.231896,8.2784271,0.9395839,0.90519327,2.0596786,2615,2.3524344
2424836,9400,-1200,351,833333.69,2.81136e+09,1.2395864,8.2516174,0.93654096,0.90482295,2.0631216,2615,2.3481958
2424837,9400,-1000,347,791384.69,2.59584e+09,1.2492405,8.1809645,0.92852211,0.90384281,2.0723031,2615,2.3466465
2424838,9400,-800,354,806404.56,2.6628401e+09,1.2605182,8.1780472,0.92819095,0.90380222,2.0726855,2615,2.3368433
2424839,9400,-600,357,806863.25,2.6491599e+09,1.2681452,8.1634903,0.92653877,0.90359944,2.0745983,2615,2.3315058
2424840,9400,-400,358,805046,2.6186801e+09,1.2708676,8.1576815,0.92587954,0.90351844,2.0753634,2615,2.3296666
2424841,9400,-200,362,819779.81,2.6520399e+09,1.27675,8.1576815,0.92587954,0.90351844,2.0753634,2615,2.3244193
2424842,9400,0,360,819579.62,2.6470799e+09,1.279297,8.1316471,0.92292464,0.90315491,2.0788064,2615,2.3248098
2424843,9400,200,361,853419.69,2.8582001e+09,1.283742,8.1172543,0.92129111,0.90295357,2.0807192,2615,2.3223286
2424844,9400,400,343,801443.25,2.628e+09,1.2699521,8.0573587,0.91449314,0.90211278,2.088753,2615,2.3408132
2424845,9400,600,325,749828.38,2.3765601e+09,1.2644004,7.9567118,0.90306991,0.9006893,2.1025248,2615,2.3563509
2424846,9400,800,285,597356.69,1.6056399e+09,1.2767614,7.7339778,0.87779003,0.89749056,2.1342769,2615,2.3682346
2424847,9400,1000,256,515256.12,1.22344e+09,1.5185003,6.6757622,0.75768483,0.88127095,2.3140781,2615,2.2844265
2424849,9400,1400,1475,6465341,3.3510879e+10,1.1762971,18.492939,2.0989091,1.0073342,1.4743688,2615,1.8928702
2424850,9400,1600,1491,6344658.5,3.22956e+10,1.1573014,18.920168,2.1473989,1.0105746,1.4636573,2615,1.8989265
2424851,9400,1800,1513,6267364,3.1345441e+10,1.1526381,19.269953,2.1870987,1.0131887,1.455241,2615,1.8948408
2424852,9400,2000,1535,6212232.5,3.057296e+10,1.131071,19.836716,2.251425,1.0173531,1.4422342,2615,1.900843
2424853,9400,2200,1562,6204344.5,3.0129e+10,1.1158328,20.41963,2.3175845,1.021548,1.4296098,2615,1.9017091
2424854,9400,2400,1593,6242094.5,2.9991721e+10,1.1074326,20.999308,2.3833768,1.0256356,1.4177506,2615,1.8973566
2424855,9400,2600,1618,6281710.5,2.99852e+10,1.1014221,21.471203,2.4369357,1.0289041,1.4085692,2615,1.8935546
2424856,9400,2800,1640,6336623,3.0166481e+10,1.0943918,21.922794,2.4881907,1.0319843,1.400153,2615,1.8913686
2424857,9400,3000,1665,6422489.5,3.05518e+10,1.0858454,22.459593,2.5491159,1.0355874,1.3905891,2615,1.8893535
2424858,9400,3200,1684,6503231.5,3.1004881e+10,1.0789489,22.885473,2.5974524,1.0384028,1.3833206,2615,1.8881599
2424859,9400,3400,1681,6503442,3.1152841e+10,1.0827836,22.771841,2.5845556,1.0376552,1.3852334,2615,1.886777
2424860,9400,3600,1690,6562813.5,3.1586359e+10,1.0820879,22.931244,2.6026473,1.0387031,1.3825555,2615,1.8848011
2424861,9400,3800,1685,6583675.5,3.195044e+10,1.0853093,22.794477,2.5871246,1.0378044,1.3848509,2615,1.8843012
2424862,9400,4000,1680,6614446,3.238408e+10,1.0898232,22.636963,2.5692472,1.0367646,1.3875287,2615,1.8830874
2424863,9400,4200,1681,6698231,3.3217759e+10,1.0920625,22.614639,2.5667133,1.0366168,1.3879112,2615,1.8815913
2424864,9400,4400,1678,6777505.5,3.40754e+10,1.0944802,22.52578,2.556628,1.0360276,1.3894415,2615,1.8810328
2424865,9400,4600,1673,6852035,3.492572e+10,1.1014596,22.328377,2.5342233,1.0347124,1.3928845,2615,1.8785056
2424866,9400,4800,1670,6959480,3.6053402e+10,1.1063439,22.198687,2.5195038,1.033844,1.3951797,2615,1.8766357
2424867,9400,5000,1665,7069617,3.7253759e+10,1.1119043,22.028091,2.5001416,1.032696,1.3982402,2615,1.8749269
2424868,9400,5200,1663,7206745.5,3.86526e+10,1.1222918,21.818501,2.4763534,1.0312771,1.4020658,2615,1.8700154
2424869,9400,5400,1659,7344687,4.0097198e+10,1.1284517,21.653677,2.4576464,1.0301542,1.4051262,2615,1.8678443
2424870,9400,5600,1660,7536712.5,4.2007601e+10,1.1280829,21.674143,2.4599693,1.0302939,1.4047437,2615,1.8677945
2424871,9400,5800,1654,7676466.5,4.3488399e+10,1.1348881,21.471203,2.4369357,1.0289041,1.4085692,2615,1.8658047
2424872,9400,6000,1661,7940518.5,4.6084358e+10,1.1367971,21.531685,2.4438004,1.0293193,1.4074216,2615,1.8632782
2424873,9400,6200,1661,8144554.5,4.8094401e+10,1.1367971,21.531685,2.4438004,1.0293193,1.4074216,2615,1.8632782
2424874,9400,6400,1663,8389431,5.0614718e+10,1.1404452,21.491325,2.4392197,1.0290424,1.4081867,2615,1.8611003
2490368,9600,-2000,367,1081484.5,4.3497999e+09,1.2588191,8.2754402,0.93924481,0.90515202,2.0600612,2615,2.3285768
2490369,9600,-1800,362,993673.56,3.7791201e+09,1.2604003,8.23384,0.93452328,0.90457696,2.0654171,2615,2.3313189
2490370,9600,-1600,360,926601.12,3.3344e+09,1.2682292,8.1838846,0.92885345,0.90388346,2.0719204,2615,2.3293591
2490371,9600,-1400,356,858032.06,2.9157601e+09,1.2697617,8.1489849,0.92489249,0.90339708,2.0765111,2615,2.3315408
2490372,9600,-1200,356,821447.62,2.7073201e+09,1.2253493,8.3477411,0.94745082,0.90614641,2.05088,2615,2.3514812
2490373,9600,-1000,357,797269.19,2.5687199e+09,1.2380854,8.2994003,0.94196433,0.90548229,2.0570009,2615,2.3447897
2490374,9600,-800,357,776579.06,2.4577999e+09,1.244867,8.2694712,0.9385674,0.90506965,2.0608263,2615,2.3416736
2490375,9600,-600,357,764122.88,2.38208e+09,1.2573712,8.2131958,0.93218029,0.90429074,2.068095,2615,2.3361051
2490376,9600,-400,362,775059.81,2.40432e+09,1.2674277,8.2014465,0.93084669,0.9041276,2.0696251,2615,2.3282981
2490377,9600,-200,364,782128.88,2.4151199e+09,1.275378,8.1780472,0.92819095,0.90380222,2.0726855,2615,2.3235714
2490378,9600,0,366,795513.19,2.4501199e+09,1.2801408,8.1693068,0.92719895,0.9036805,2.0738332,2615,2.3202143
2490379,9600,200,367,820474.56,2.5832e+09,1.2852213,8.1518822,0.92522126,0.90343755,2.0761285,2615,2.317466
2490380,9600,400,367,858450.88,2.8103199e+09,1.289395,8.1316471,0.92292464,0.90315491,2.0788064,2615,2.3158233
2490381,9600,600,343,790259.19,2.5127199e+09,1.2764415,8.0263367,0.91097212,0.90167546,2.0929611,2615,2.3382623
2490382,9600,800,301,640835.19,1.7940401e+09,1.2737422,7.8130302,0.88676232,0.89863366,2.1228004,2615,2.3626099
2490383,9600,1000,257,498341.09,1.1439601e+09,1.5194273,6.6777062,0.75790548,0.88130242,2.3136954,2615,2.2833562
2490385,9600,1400,1476,6550143,3.45774e+10,1.1722194,18.552786,2.1057017,1.0077913,1.4728385,2615,1.8949022
2490386,9600,1600,1489,6421150,3.3334399e+10,1.1577036,18.888998,2.1438611,1.01034,1.4644223,2615,1.8993162
2490387,9600,1800,1511,6345732,3.2388839e+10,1.1530801,19.237621,2.183429,1.0129485,1.4560062,2615,1.895197
2490388,9600,2000,1530,6274759.5,3.1535919e+10,1.1487329,19.549227,2.2187958,1.0152515,1.4487376,2615,1.8919373
2490389,9600,2200,1560,6277223.5,3.1108801e+10,1.1163445,20.383327,2.3134644,1.0212893,1.4303749,2615,1.9020154
2490390,9600,2400,1583,6286962.5,3.08632e+10,1.1102391,20.808752,2.3617489,1.0243009,1.4215761,2615,1.8986795
2490391,9600,2600,1610,6334773,3.088212e+10,1.1038657,21.311565,2.4188173,1.0278043,1.4116297,2615,1.8944442
2490392,9600,2800,1637,6410314,3.113788e+10,1.0953774,21.8601,2.4810748,1.0315595,1.4013007,2615,1.8916441
2490393,9600,3000,1662,6501814,3.1564841e+10,1.0869025,22.393793,2.5416479,1.0351491,1.3917367,2615,1.8895689
2490394,9600,3200,1683,6585257,3.1990561e+10,1.0793205,22.862656,2.5948627,1.0382529,1.3837031,2615,1.8882154
2490395,9600,3400,1678,6582184,3.2135399e+10,1.0838908,22.704203,2.5768785,1.037209,1.386381,2615,1.8869486
2490396,9600,3600,1686,6650477,3.2668961e+10,1.0836024,22.839884,2.5922782,1.0381032,1.3840857,2615,1.8849956
2490397,9600,3800,1684,6682038.5,3.30588e+10,1.0856851,22.771841,2.5845556,1.0376552,1.3852334,2615,1.8843517
2490398,9600,4000,1686,6758426.5,3.3795799e+10,1.087569,22.771841,2.5845556,1.0376552,1.3852334,2615,1.8827856
2490399,9600,4200,1675,6781325.5,3.430364e+10,1.095594,22.459593,2.5491159,1.0355874,1.3905891,2615,1.8811926
2490400,9600,4400,1673,6861892.5,3.5151561e+10,1.0989102,22.371944,2.5391681,1.0350034,1.3921194,2615,1.8798903
2490401,9600,4600,1668,6944331,3.6088881e+10,1.1032999,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8787807
2490402,9600,4800,1666,7059867,3.7291e+10,1.1115372,22.049273,2.5025456,1.0328389,1.3978577,2615,1.8748726
2490403,9600,5000,1663,7180481.5,3.8552359e+10,1.1163048,21.922794,2.4881907,1.0319843,1.400153,2615,1.8731077
2490404,9600,5200,1660,7313078.5,3.992868e+10,1.1233968,21.756399,2.469305,1.0308547,1.4032135,2615,1.8701693
2490405,9600,5400,1657,7462655,4.1486e+10,1.1291866,21.61286,2.4530137,1.0298753,1.4058913,2615,1.8679464
2490406,9600,5600,1662,7670566.5,4.3459879e+10,1.1319276,21.633249,2.4553277,1.0300146,1.4055088,2615,1.8654221
2490407,9600,5800,1660,7851158.5,4.5358518e+10,1.1371722,21.511486,2.4415078,1.0291808,1.4078041,2615,1.8633206
2490408,9600,6000,1659,8034567,4.7173718e+10,1.1375463,21.491325,2.4392197,1.0290424,1.4081867,2615,1.8633641
2490409,9600,6200,1657,8246973.5,4.9481478e+10,1.1427088,21.371149,2.42558,1.0282154,1.410482,2615,1.8613386
2490410,9600,6400,1661,8492698,5.1902398e+10,1.1412036,21.451117,2.4346561,1.028766,1.4089518,2615,1.8611763
2555904,9800,-2000,388,1210673.4,5.3213599e+09,1.2569041,8.4275064,0.95650399,0.90723598,2.0409334,2615,2.3153863
2555905,9800,-1800,383,1112249.2,4.6268401e+09,1.2589304,8.384367,0.95160782,0.90664768,2.0462892,2615,2.3177552
2555906,9800,-1600,379,1027409.2,4.0428001e+09,1.2542266,8.3782406,0.95091248,0.90656394,2.0470543,2615,2.3225636
2555907,9800,-1400,376,955582.25,3.5544e+09,1.255785,8.3507805,0.94779587,0.90618807,2.0504973,2615,2.3238523
2555908,9800,-1200,368,861690.75,2.93616e+09,1.2629378,8.2635117,0.93789095,0.90498734,2.0615914,2615,2.326081
2555909,9800,-1000,365,805680.25,2.5722399e+09,1.2136204,8.4585924,0.96003222,0.90765858,2.0371079,2615,2.3512993
2555910,9800,-800,369,799519.75,2.5225999e+09,1.2302874,8.4151354,0.95509994,0.90706754,2.0424635,2615,2.340471
2555911,9800,-600,366,765673.25,2.32656e+09,1.2404058,8.3507805,0.94779587,0.90618807,2.0504973,2615,2.3376436
2555912,9800,-400,367,755211.75,2.2361201e+09,1.2528507,8.3024054,0.94230539,0.90552366,2.0566182,2615,2.3312452
2555913,9800,-200,366,749473.19,2.1935601e+09,1.265112,8.2397566,0.93519491,0.90465885,2.064652,2615,2.3265126
2555914,9800,0,370,767822.38,2.2471199e+09,1.2785883,8.204381,0.93117976,0.90416837,2.0692425,2615,2.3180439
2555915,9800,200,372,789301.81,2.3255199e+09,1.2821139,8.2014465,0.93084669,0.9041276,2.0696251,2615,2.3151994
2555916,9800,400,375,832332.31,2.5504399e+09,1.2918822,8.1751318,0.92786002,0.90376163,2.0730681,2615,2.3091764
2555917,9800,600,370,858529.62,2.7217201e+09,1.2918994,8.1403065,0.92390752,0.90327591,2.0776587,2615,2.312711
2555918,9800,800,329,734511.5,2.2014799e+09,1.2674524,7.97054,0.90463936,0.9008857,2.1006122,2615,2.3521578
2555919,9800,1000,258,485331.16,1.0830799e+09,1.5203516,6.6796517,0.75812626,0.88133395,2.313313,2615,2.2822883
2555921,9800,1400,1478,6644426.5,3.5761799e+10,1.171831,18.582855,2.1091146,1.0080206,1.4720734,2615,1.894505
2555922,9800,1600,1492,6521678,3.4546242e+10,1.1570989,18.935791,2.1491721,1.0106921,1.4632747,2615,1.8987328
2555923,9800,1800,1511,6432845.5,3.3540041e+10,1.1530801,19.237621,2.183429,1.0129485,1.4560062,2615,1.895197
2555924,9800,2000,1535,6385100.5,3.2785639e+10,1.131071,19.836716,2.251425,1.0173531,1.4422342,2615,1.900843
2555925,9800,2200,1560,6372637.5,3.2302881e+10,1.1163445,20.383327,2.3134644,1.0212893,1.4303749,2615,1.9020154
2555926,9800,2400,1583,6375682,3.1978799e+10,1.1102391,20.808752,2.3617489,1.0243009,1.4215761,2615,1.8986795
2555927,9800,2600,1605,6401268.5,3.18632e+10,1.1053625,21.212992,2.4076295,1.0271221,1.4135425,2615,1.8950258
2555928,9800,2800,1637,6497163,3.219824e+10,1.0953774,21.8601,2.4810748,1.0315595,1.4013007,2615,1.8916441
2555929,9800,3000,1664,6598447.5,3.2662759e+10,1.0861987,22.437616,2.5466218,1.0354412,1.3909717,2615,1.8894246
2555930,9800,3200,1688,6706642,3.324816e+10,1.0774524,22.977198,2.6078632,1.0390042,1.3817904,2615,1.8879461
2555931,9800,3400,1681,6702986.5,3.34144e+10,1.0827836,22.771841,2.5845556,1.0376552,1.3852334,2615,1.886777
2555932,9800,3600,1680,6729956,3.3753999e+10,1.0858451,22.704203,2.5768785,1.037209,1.386381,2615,1.8853118
2555933,9800,3800,1685,6807969.5,3.4436919e+10,1.086632,22.771841,2.5845556,1.0376552,1.3852334,2615,1.8835638
2555934,9800,4000,1674,6816468,3.4805281e+10,1.094664,22.459593,2.5491159,1.0355874,1.3905891,2615,1.881964
2555935,9800,4200,1672,6890288,3.5586241e+10,1.0966992,22.393793,2.5416479,1.0351491,1.3917367,2615,1.8813598
2555936,9800,4400,1672,6988817,3.6588601e+10,1.1018295,22.306658,2.5317581,1.0345672,1.393267,2615,1.878559
2555937,9800,4600,1671,7096409.5,3.7694919e+10,1.1059738,22.220198,2.5219452,1.0339882,1.3947972,2615,1.8765831
2555938,9800,4800,1659,7152955.5,3.8524281e+10,1.117763,21.839279,2.4787118,1.0314181,1.4016832,2615,1.8733305
2555939,9800,5000,1658,7287887.5,3.9896719e+10,1.1241285,21.715193,2.4646282,1.030574,1.4039786,2615,1.870276
2555940,9800,5200,1655,7421926,4.1288442e+10,1.1299176,21.572195,2.4483984,1.0295969,1.4066565,2615,1.8680516
